线程数,申请次数,申请时间,释放时间
4,20000,135,58
4,20000,112,49
4,20000,135,56
4,20000,132,48
4,20000,130,48
4,20000,137,52
4,20000,115,39
4,20000,130,52
4,20000,153,39
4,20000,125,52
4,20000,123,57
4,20000,116,53
4,20000,130,54
4,20000,149,51
4,20000,126,50
4,20000,126,53
4,20000,126,40
5,20000,155,84
5,20000,223,87
5,20000,171,81
5,20000,169,73
5,20000,188,85
5,20000,202,80
5,20000,203,70
5,20000,203,97
5,20000,215,82
5,20000,204,85
5,20000,191,71
5,20000,202,93
5,20000,216,86
5,20000,180,76
5,20000,195,102
5,20000,199,70
5,20000,160,71
5,20000,166,66
5,20000,163,86
5,20000,186,66
5,20000,161,70
5,20000,167,74
5,20000,181,84
5,20000,191,80
5,20000,182,77
5,20000,175,75
5,20000,171,68
5,20000,159,69
5,20000,180,58
5,20000,199,73
5,20000,171,75
5,20000,150,60
5,20000,186,84
5,20000,172,62
5,20000,160,67
5,20000,183,57
5,20000,194,74
5,20000,186,83
5,20000,191,64
5,20000,202,72
5,20000,149,72
5,20000,191,66
5,20000,180,64
5,20000,174,69
5,20000,144,58
5,20000,164,62
5,20000,181,66
5,20000,165,68
5,20000,203,82
5,20000,181,67
5,20000,179,65
5,20000,185,59
5,20000,172,65
5,20000,171,73
5,20000,172,68
5,20000,168,51
5,20000,172,70
5,20000,170,52
5,20000,175,56
5,20000,151,72
5,20000,224,65
5,20000,169,80
5,20000,168,74
5,20000,195,86
5,20000,172,67
5,20000,172,65
5,20000,166,74
5,20000,183,69
5,20000,171,80
5,20000,183,70
5,20000,151,66
5,20000,152,60
5,20000,172,65
5,20000,199,66
5,20000,183,74
5,20000,173,56
5,20000,200,70
5,20000,199,92
5,20000,173,84
5,20000,172,66
5,20000,158,55
5,20000,211,85
5,20000,216,88
5,20000,177,73
5,20000,178,66
5,20000,174,70
5,20000,157,54
5,20000,174,55
5,20000,170,59
5,20000,180,63
5,20000,190,77
5,20000,184,76
5,20000,170,69
5,20000,169,66
5,20000,175,81
5,20000,169,74
5,20000,186,82
5,20000,167,64
5,20000,172,65
5,20000,159,66
6,20000,209,82
6,20000,204,68
6,20000,241,97
6,20000,233,87
6,20000,278,77
6,20000,226,85
6,20000,267,115
6,20000,246,87
6,20000,240,84
6,20000,224,68
6,20000,225,80
6,20000,217,77
6,20000,203,70
6,20000,230,90
6,20000,233,99
6,20000,227,87
6,20000,223,76
6,20000,200,83
6,20000,222,72
6,20000,216,80
6,20000,225,79
6,20000,209,70
6,20000,224,83
6,20000,193,84
6,20000,211,84
6,20000,236,94
6,20000,213,100
6,20000,216,98
6,20000,243,87
6,20000,194,97
6,20000,221,101
6,20000,221,96
6,20000,222,77
6,20000,225,78
6,20000,245,81
6,20000,217,96
6,20000,372,104
6,20000,227,94
6,20000,227,98
6,20000,226,70
6,20000,210,84
6,20000,237,98
6,20000,242,100
6,20000,207,81
6,20000,237,90
6,20000,245,103
6,20000,233,83
6,20000,234,104
6,20000,265,84
6,20000,211,85
6,20000,247,102
6,20000,216,89
6,20000,227,93
6,20000,239,100
6,20000,226,100
6,20000,242,86
6,20000,241,89
6,20000,226,84
6,20000,228,84
6,20000,229,95
6,20000,220,92
6,20000,233,82
6,20000,333,115
6,20000,302,95
6,20000,287,91
6,20000,230,88
6,20000,268,90
6,20000,207,91
6,20000,201,82
6,20000,228,83
6,20000,201,86
6,20000,264,87
6,20000,280,110
6,20000,312,107
6,20000,247,100
6,20000,253,85
6,20000,250,86
6,20000,221,90
6,20000,209,103
6,20000,244,91
6,20000,278,115
6,20000,251,90
6,20000,242,100
6,20000,223,87
6,20000,223,83
6,20000,223,93
6,20000,248,88
6,20000,216,82
6,20000,237,104
6,20000,211,88
6,20000,214,81
6,20000,204,97
6,20000,213,90
6,20000,212,94
6,20000,250,102
6,20000,247,83
6,20000,229,94
6,20000,220,83
6,20000,203,79
6,20000,216,89
7,20000,331,125
7,20000,306,109
7,20000,332,130
7,20000,291,119
7,20000,314,120
7,20000,281,115
7,20000,377,135
7,20000,328,123
7,20000,268,99
7,20000,312,127
7,20000,292,113
7,20000,282,134
7,20000,368,130
7,20000,309,111
7,20000,330,117
7,20000,319,124
7,20000,302,129
7,20000,279,99
7,20000,387,146
7,20000,303,108
7,20000,271,114
7,20000,314,118
7,20000,297,102
7,20000,283,105
7,20000,393,119
7,20000,299,114
7,20000,302,116
7,20000,296,107
7,20000,365,132
7,20000,291,102
7,20000,516,193
7,20000,299,110
7,20000,320,107
7,20000,281,111
7,20000,292,105
7,20000,311,109
7,20000,344,147
7,20000,292,106
7,20000,307,111
7,20000,293,105
7,20000,301,132
7,20000,293,129
7,20000,276,110
7,20000,294,116
7,20000,288,103
7,20000,319,120
7,20000,285,118
7,20000,313,97
7,20000,280,102
7,20000,278,109
7,20000,285,123
7,20000,321,122
7,20000,265,101
7,20000,278,110
7,20000,288,97
7,20000,286,99
7,20000,303,111
7,20000,356,119
7,20000,373,106
7,20000,296,122
7,20000,276,97
7,20000,271,108
7,20000,279,111
7,20000,321,103
7,20000,277,106
7,20000,307,110
7,20000,283,122
7,20000,247,110
7,20000,262,99
7,20000,277,106
7,20000,273,110
7,20000,293,104
7,20000,302,126
7,20000,281,111
7,20000,329,111
7,20000,388,120
7,20000,289,129
7,20000,349,129
7,20000,356,113
7,20000,365,116
7,20000,287,118
7,20000,257,119
7,20000,300,119
7,20000,338,103
7,20000,348,123
7,20000,317,92
7,20000,293,112
7,20000,295,117
7,20000,286,133
7,20000,288,108
7,20000,289,97
7,20000,296,109
7,20000,282,120
7,20000,297,110
7,20000,274,109
7,20000,282,114
7,20000,365,115
7,20000,313,132
7,20000,391,136
7,20000,302,124
8,20000,378,130
8,20000,352,137
8,20000,397,161
8,20000,381,128
8,20000,370,147
8,20000,351,157
8,20000,436,148
8,20000,368,152
8,20000,353,140
8,20000,340,122
8,20000,345,126
8,20000,383,110
8,20000,355,160
8,20000,425,116
8,20000,385,142
8,20000,358,146
8,20000,355,145
8,20000,370,154
8,20000,375,135
8,20000,381,125
8,20000,460,143
8,20000,385,131
8,20000,372,133
8,20000,443,136
8,20000,355,141
8,20000,358,133
8,20000,345,141
8,20000,396,133
8,20000,391,138
8,20000,395,128
8,20000,417,129
8,20000,368,140
8,20000,382,118
8,20000,349,115
8,20000,640,154
8,20000,414,146
8,20000,363,164
8,20000,417,134
8,20000,389,146
8,20000,353,127
8,20000,428,136
8,20000,385,121
8,20000,353,158
8,20000,375,105
8,20000,400,137
8,20000,414,170
8,20000,367,105
8,20000,366,140
8,20000,417,142
8,20000,416,159
8,20000,558,206
8,20000,442,162
8,20000,433,153
8,20000,368,136
8,20000,382,135
8,20000,456,164
8,20000,379,160
8,20000,445,147
8,20000,404,145
8,20000,486,155
8,20000,357,131
8,20000,374,139
8,20000,384,128
8,20000,383,166
8,20000,484,130
8,20000,385,165
8,20000,394,149
8,20000,394,117
8,20000,393,124
8,20000,402,137
8,20000,357,131
8,20000,360,137
8,20000,367,132
8,20000,414,166
8,20000,378,124
8,20000,370,119
8,20000,354,130
8,20000,361,139
8,20000,429,159
8,20000,434,145
8,20000,425,131
8,20000,373,145
8,20000,351,123
8,20000,343,157
8,20000,340,136
8,20000,451,134
8,20000,394,141
8,20000,367,132
8,20000,366,138
8,20000,373,157
8,20000,375,118
8,20000,389,122
8,20000,404,118
8,20000,391,113
8,20000,390,134
8,20000,355,130
8,20000,352,153
8,20000,375,140
8,20000,401,127
8,20000,450,128
9,20000,512,184
9,20000,482,166
9,20000,475,164
9,20000,537,158
9,20000,496,157
9,20000,478,143
9,20000,479,194
9,20000,506,180
9,20000,550,165
9,20000,479,191
9,20000,514,184
9,20000,474,158
9,20000,504,148
9,20000,484,169
9,20000,473,185
9,20000,467,166
9,20000,513,170
9,20000,526,176
9,20000,475,143
9,20000,463,144
9,20000,495,134
9,20000,475,177
9,20000,464,152
9,20000,483,134
9,20000,493,201
9,20000,465,194
9,20000,465,179
9,20000,622,181
9,20000,523,181
9,20000,521,164
9,20000,496,166
9,20000,498,171
9,20000,467,152
9,20000,462,152
9,20000,500,174
9,20000,454,166
9,20000,485,158
9,20000,518,139
9,20000,526,177
9,20000,512,150
9,20000,501,150
9,20000,521,172
9,20000,484,155
9,20000,621,196
9,20000,511,151
9,20000,477,162
9,20000,531,178
9,20000,505,157
9,20000,483,168
9,20000,488,163
9,20000,495,172
9,20000,528,199
9,20000,483,180
9,20000,470,170
9,20000,566,161
9,20000,537,180
9,20000,498,178
9,20000,501,176
9,20000,479,169
9,20000,514,170
9,20000,476,159
9,20000,502,146
9,20000,450,152
9,20000,476,136
9,20000,475,159
9,20000,506,159
9,20000,486,176
9,20000,510,160
9,20000,494,183
9,20000,536,174
9,20000,475,149
9,20000,471,146
9,20000,507,190
9,20000,529,167
9,20000,477,164
9,20000,479,182
9,20000,456,156
9,20000,578,160
9,20000,469,160
9,20000,486,151
9,20000,416,168
9,20000,425,175
9,20000,454,171
9,20000,437,154
9,20000,454,162
9,20000,478,139
9,20000,453,174
9,20000,451,166
9,20000,470,163
9,20000,470,163
9,20000,484,138
9,20000,498,176
9,20000,488,186
9,20000,473,157
9,20000,450,153
9,20000,461,145
9,20000,476,153
9,20000,469,154
9,20000,461,169
9,20000,442,162
10,20000,601,181
10,20000,645,172
10,20000,569,181
10,20000,577,176
10,20000,599,169
10,20000,590,203
10,20000,523,163
10,20000,601,190
10,20000,615,174
10,20000,591,182
10,20000,589,186
10,20000,626,170
10,20000,556,196
10,20000,638,178
10,20000,581,175
10,20000,600,193
10,20000,592,195
10,20000,610,180
10,20000,577,208
10,20000,646,181
10,20000,753,198
10,20000,612,189
10,20000,579,193
10,20000,608,183
10,20000,607,180
10,20000,621,174
10,20000,620,204
10,20000,622,170
10,20000,596,179
10,20000,589,186
10,20000,612,184
10,20000,586,166
10,20000,594,209
10,20000,601,235
10,20000,666,162
10,20000,622,165
10,20000,636,179
10,20000,554,182
10,20000,611,195
10,20000,581,182
10,20000,614,195
10,20000,616,205
10,20000,579,183
10,20000,635,185
10,20000,570,197
10,20000,603,181
10,20000,598,212
10,20000,619,200
10,20000,612,228
10,20000,646,187
10,20000,602,174
10,20000,612,189
10,20000,584,169
10,20000,584,173
10,20000,650,178
10,20000,620,181
10,20000,579,202
10,20000,605,197
10,20000,583,173
10,20000,626,211
10,20000,643,189
10,20000,675,177
10,20000,581,208
10,20000,606,176
10,20000,620,186
10,20000,600,184
10,20000,625,205
10,20000,630,182
10,20000,588,179
10,20000,805,198
10,20000,504,162
10,20000,594,195
10,20000,623,176
10,20000,570,204
10,20000,588,186
10,20000,633,196
10,20000,663,196
10,20000,594,195
10,20000,570,194
10,20000,598,182
10,20000,588,171
10,20000,593,167
10,20000,589,206
10,20000,600,203
10,20000,598,199
10,20000,633,197
10,20000,613,200
10,20000,597,197
10,20000,567,219
10,20000,739,247
10,20000,595,196
10,20000,612,192
10,20000,602,195
10,20000,621,190
10,20000,675,191
10,20000,585,195
10,20000,564,188
10,20000,587,181
10,20000,562,204
10,20000,572,171
